employee_id,directorate_name,role_name,grade_name,tgv_name,tv_name,baseline_score,user_score,tv_match_rate,tgv_match_rate,final_match_rate
EMP100431,Commercial,Finance Officer,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,106.10,82.12
EMP100431,Commercial,Finance Officer,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,140.0,127.84,106.10,82.12
EMP100431,Commercial,Finance Officer,IV,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,63.56,82.12
EMP100431,Commercial,Finance Officer,IV,Creativity & Innovation Orientation,strength_ideation,8,null,null,63.56,82.12
EMP100431,Commercial,Finance Officer,IV,Cultural & Values Urgency,competencies_vcu,5,3.0,60.00,60.00,82.12
EMP100431,Commercial,Finance Officer,IV,Leadership & Influence,disc_d,1,1,100,100.00,82.12
EMP100431,Commercial,Finance Officer,IV,Motivation & Drive,competencies_qdd,5,4.0,80.00,98.14,82.12
EMP100431,Commercial,Finance Officer,IV,Motivation & Drive,papi_a,5,9.0,180.00,98.14,82.12
EMP100431,Commercial,Finance Officer,IV,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,67.84,82.12
EMP100431,Commercial,Finance Officer,IV,Social Orientation & Collaboration,papi_s,5,1.0,20.00,67.84,82.12
EMP100571,HR & Corp Affairs,HRBP,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,105.89,82.12
EMP100571,HR & Corp Affairs,HRBP,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,139.0,126.92,105.89,82.12
EMP100571,HR & Corp Affairs,HRBP,V,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,63.56,82.12
EMP100571,HR & Corp Affairs,HRBP,V,Creativity & Innovation Orientation,strength_ideation,8,null,null,63.56,82.12
EMP100571,HR & Corp Affairs,HRBP,V,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,82.12
EMP100571,HR & Corp Affairs,HRBP,V,Leadership & Influence,disc_d,1,1,100,100.00,82.12
EMP100571,HR & Corp Affairs,HRBP,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,85.49,82.12
EMP100571,HR & Corp Affairs,HRBP,V,Motivation & Drive,papi_a,5,1.0,20.00,85.49,82.12
EMP100571,HR & Corp Affairs,HRBP,V,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,71.90,82.12
EMP100571,HR & Corp Affairs,HRBP,V,Social Orientation & Collaboration,papi_s,5,2.0,40.00,71.90,82.12
EMP100758,HR & Corp Affairs,Finance Officer,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,97.50,82.12
EMP100758,HR & Corp Affairs,Finance Officer,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,97.0,88.57,97.50,82.12
EMP100758,HR & Corp Affairs,Finance Officer,V,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,79.45,82.12
EMP100758,HR & Corp Affairs,Finance Officer,V,Creativity & Innovation Orientation,strength_ideation,8,null,null,79.45,82.12
EMP100758,HR & Corp Affairs,Finance Officer,V,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,82.12
EMP100758,HR & Corp Affairs,Finance Officer,V,Leadership & Influence,disc_d,1,0,0,0.00,82.12
EMP100758,HR & Corp Affairs,Finance Officer,V,Motivation & Drive,competencies_qdd,5,4.0,80.00,72.75,82.12
EMP100758,HR & Corp Affairs,Finance Officer,V,Motivation & Drive,papi_a,5,2.0,40.00,72.75,82.12
EMP100758,HR & Corp Affairs,Finance Officer,V,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,100.00,82.12
EMP100758,HR & Corp Affairs,Finance Officer,V,Social Orientation & Collaboration,papi_s,5,5.0,100.00,100.00,82.12
EMP101353,Commercial,HRBP,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,84.08,82.12
EMP101353,Commercial,HRBP,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,108.0,98.62,84.08,82.12
EMP101353,Commercial,HRBP,V,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,63.56,82.12
EMP101353,Commercial,HRBP,V,Creativity & Innovation Orientation,strength_ideation,8,null,null,63.56,82.12
EMP101353,Commercial,HRBP,V,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,82.12
EMP101353,Commercial,HRBP,V,Leadership & Influence,disc_d,1,0,0,0.00,82.12
EMP101353,Commercial,HRBP,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,110.88,82.12
EMP101353,Commercial,HRBP,V,Motivation & Drive,papi_a,5,8.0,160.00,110.88,82.12
EMP101353,Commercial,HRBP,V,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,83.79,82.12
EMP101353,Commercial,HRBP,V,Social Orientation & Collaboration,papi_s,5,1.0,20.00,83.79,82.12
EMP101344,Commercial,Sales Supervisor,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,80.28,82.11
EMP101344,Commercial,Sales Supervisor,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,89.0,81.27,80.28,82.11
EMP101344,Commercial,Sales Supervisor,V,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,78.97,82.11
EMP101344,Commercial,Sales Supervisor,V,Creativity & Innovation Orientation,strength_ideation,8,10,75.00,78.97,82.11
EMP101344,Commercial,Sales Supervisor,V,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,82.11
EMP101344,Commercial,Sales Supervisor,V,Leadership & Influence,disc_d,1,1,100,100.00,82.11
EMP101344,Commercial,Sales Supervisor,V,Motivation & Drive,competencies_qdd,5,3.0,60.00,78.14,82.11
EMP101344,Commercial,Sales Supervisor,V,Motivation & Drive,papi_a,5,8.0,160.00,78.14,82.11
EMP101344,Commercial,Sales Supervisor,V,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,88.10,82.11
EMP101344,Commercial,Sales Supervisor,V,Social Orientation & Collaboration,papi_s,5,6.0,120.00,88.10,82.11
EMP101950,Technology,Finance Officer,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,79.28,82.04
EMP101950,Technology,Finance Officer,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,84.0,76.70,79.28,82.04
EMP101950,Technology,Finance Officer,IV,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,79.45,82.04
EMP101950,Technology,Finance Officer,IV,Creativity & Innovation Orientation,strength_ideation,8,null,null,79.45,82.04
EMP101950,Technology,Finance Officer,IV,Cultural & Values Urgency,competencies_vcu,5,3.0,60.00,60.00,82.04
EMP101950,Technology,Finance Officer,IV,Leadership & Influence,disc_d,1,1,100,100.00,82.04
EMP101950,Technology,Finance Officer,IV,Motivation & Drive,competencies_qdd,5,4.0,80.00,80.00,82.04
EMP101950,Technology,Finance Officer,IV,Motivation & Drive,papi_a,5,4.0,80.00,80.00,82.04
EMP101950,Technology,Finance Officer,IV,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,96.21,82.04
EMP101950,Technology,Finance Officer,IV,Social Orientation & Collaboration,papi_s,5,8.0,160.00,96.21,82.04
EMP101525,HR & Corp Affairs,Finance Officer,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,82.28,82.03
EMP101525,HR & Corp Affairs,Finance Officer,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,99.0,90.40,82.28,82.03
EMP101525,HR & Corp Affairs,Finance Officer,IV,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,71.27,82.03
EMP101525,HR & Corp Affairs,Finance Officer,IV,Creativity & Innovation Orientation,strength_ideation,8,13,37.50,71.27,82.03
EMP101525,HR & Corp Affairs,Finance Officer,IV,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,82.03
EMP101525,HR & Corp Affairs,Finance Officer,IV,Leadership & Influence,disc_d,1,0,0,0.00,82.03
EMP101525,HR & Corp Affairs,Finance Officer,IV,Motivation & Drive,competencies_qdd,5,5.0,100.00,100.00,82.03
EMP101525,HR & Corp Affairs,Finance Officer,IV,Motivation & Drive,papi_a,5,5.0,100.00,100.00,82.03
EMP101525,HR & Corp Affairs,Finance Officer,IV,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,80.00,82.03
EMP101525,HR & Corp Affairs,Finance Officer,IV,Social Orientation & Collaboration,papi_s,5,4.0,80.00,80.00,82.03
EMP100410,Technology,HRBP,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,3.0,60.00,69.92,81.97
EMP100410,Technology,HRBP,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,115.33333333333333,105.31,69.92,81.97
EMP100410,Technology,HRBP,III,Creativity & Innovation Orientation,competencies_ids,5,3.0,60.00,83.63,81.97
EMP100410,Technology,HRBP,III,Creativity & Innovation Orientation,strength_ideation,8,2,175.00,83.63,81.97
EMP100410,Technology,HRBP,III,Cultural & Values Urgency,competencies_vcu,5,3.0,60.00,60.00,81.97
EMP100410,Technology,HRBP,III,Leadership & Influence,disc_d,1,1,100,100.00,81.97
EMP100410,Technology,HRBP,III,Motivation & Drive,competencies_qdd,5,4.0,80.00,83.63,81.97
EMP100410,Technology,HRBP,III,Motivation & Drive,papi_a,5,5.0,100.00,83.63,81.97
EMP100410,Technology,HRBP,III,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,96.21,81.97
EMP100410,Technology,HRBP,III,Social Orientation & Collaboration,papi_s,5,8.0,160.00,96.21,81.97
EMP101082,Technology,Brand Executive,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,96.90,81.95
EMP101082,Technology,Brand Executive,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,94.0,85.83,96.90,81.95
EMP101082,Technology,Brand Executive,III,Creativity & Innovation Orientation,competencies_ids,5,3.0,60.00,47.67,81.95
EMP101082,Technology,Brand Executive,III,Creativity & Innovation Orientation,strength_ideation,8,null,null,47.67,81.95
EMP101082,Technology,Brand Executive,III,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,81.95
EMP101082,Technology,Brand Executive,III,Leadership & Influence,disc_d,1,0,0,0.00,81.95
EMP101082,Technology,Brand Executive,III,Motivation & Drive,competencies_qdd,5,5.0,100.00,85.49,81.95
EMP101082,Technology,Brand Executive,III,Motivation & Drive,papi_a,5,1.0,20.00,85.49,81.95
EMP101082,Technology,Brand Executive,III,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,104.05,81.95
EMP101082,Technology,Brand Executive,III,Social Orientation & Collaboration,papi_s,5,6.0,120.00,104.05,81.95
EMP101918,Technology,Sales Supervisor,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,84.48,81.93
EMP101918,Technology,Sales Supervisor,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,110.0,100.44,84.48,81.93
EMP101918,Technology,Sales Supervisor,IV,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,94.38,81.93
EMP101918,Technology,Sales Supervisor,IV,Creativity & Innovation Orientation,strength_ideation,8,4,150.00,94.38,81.93
EMP101918,Technology,Sales Supervisor,IV,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,81.93
EMP101918,Technology,Sales Supervisor,IV,Leadership & Influence,disc_d,1,1,100,100.00,81.93
EMP101918,Technology,Sales Supervisor,IV,Motivation & Drive,competencies_qdd,5,4.0,80.00,90.88,81.93
EMP101918,Technology,Sales Supervisor,IV,Motivation & Drive,papi_a,5,7.0,140.00,90.88,81.93
EMP101918,Technology,Sales Supervisor,IV,Social Orientation & Collaboration,competencies_sea,5,3.0,60.00,55.95,81.93
EMP101918,Technology,Sales Supervisor,IV,Social Orientation & Collaboration,papi_s,5,2.0,40.00,55.95,81.93
EMP100502,Technology,Supply Planner,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,78.68,81.90
EMP100502,Technology,Supply Planner,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,81.0,73.96,78.68,81.90
EMP100502,Technology,Supply Planner,IV,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,102.09,81.90
EMP100502,Technology,Supply Planner,IV,Creativity & Innovation Orientation,strength_ideation,8,1,187.50,102.09,81.90
EMP100502,Technology,Supply Planner,IV,Cultural & Values Urgency,competencies_vcu,5,3.0,60.00,60.00,81.90
EMP100502,Technology,Supply Planner,IV,Leadership & Influence,disc_d,1,1,100,100.00,81.90
EMP100502,Technology,Supply Planner,IV,Motivation & Drive,competencies_qdd,5,4.0,80.00,83.63,81.90
EMP100502,Technology,Supply Planner,IV,Motivation & Drive,papi_a,5,5.0,100.00,83.63,81.90
EMP100502,Technology,Supply Planner,IV,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,71.90,81.90
EMP100502,Technology,Supply Planner,IV,Social Orientation & Collaboration,papi_s,5,2.0,40.00,71.90,81.90
EMP100489,Commercial,Brand Executive,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,87.28,81.86
EMP100489,Commercial,Brand Executive,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,124.0,113.23,87.28,81.86
EMP100489,Commercial,Brand Executive,IV,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,84.59,81.86
EMP100489,Commercial,Brand Executive,IV,Creativity & Innovation Orientation,strength_ideation,8,14,25.00,84.59,81.86
EMP100489,Commercial,Brand Executive,IV,Cultural & Values Urgency,competencies_vcu,5,3.0,60.00,60.00,81.86
EMP100489,Commercial,Brand Executive,IV,Leadership & Influence,disc_d,1,1,100,100.00,81.86
EMP100489,Commercial,Brand Executive,IV,Motivation & Drive,competencies_qdd,5,4.0,80.00,98.14,81.86
EMP100489,Commercial,Brand Executive,IV,Motivation & Drive,papi_a,5,9.0,180.00,98.14,81.86
EMP100489,Commercial,Brand Executive,IV,Social Orientation & Collaboration,competencies_sea,5,3.0,60.00,64.05,81.86
EMP100489,Commercial,Brand Executive,IV,Social Orientation & Collaboration,papi_s,5,4.0,80.00,64.05,81.86
EMP101809,Commercial,HRBP,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,99.70,81.85
EMP101809,Commercial,HRBP,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,108.0,98.62,99.70,81.85
EMP101809,Commercial,HRBP,V,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,63.56,81.85
EMP101809,Commercial,HRBP,V,Creativity & Innovation Orientation,strength_ideation,8,null,null,63.56,81.85
EMP101809,Commercial,HRBP,V,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,81.85
EMP101809,Commercial,HRBP,V,Leadership & Influence,disc_d,1,1,100,100.00,81.85
EMP101809,Commercial,HRBP,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,85.49,81.85
EMP101809,Commercial,HRBP,V,Motivation & Drive,papi_a,5,1.0,20.00,85.49,81.85
EMP101809,Commercial,HRBP,V,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,75.95,81.85
EMP101809,Commercial,HRBP,V,Social Orientation & Collaboration,papi_s,5,3.0,60.00,75.95,81.85
EMP101281,Technology,Finance Officer,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,87.67,81.83
EMP101281,Technology,Finance Officer,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,126.0,115.05,87.67,81.83
EMP101281,Technology,Finance Officer,III,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,102.09,81.83
EMP101281,Technology,Finance Officer,III,Creativity & Innovation Orientation,strength_ideation,8,1,187.50,102.09,81.83
EMP101281,Technology,Finance Officer,III,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,81.83
EMP101281,Technology,Finance Officer,III,Leadership & Influence,disc_d,1,1,100,100.00,81.83
EMP101281,Technology,Finance Officer,III,Motivation & Drive,competencies_qdd,5,3.0,60.00,56.37,81.83
EMP101281,Technology,Finance Officer,III,Motivation & Drive,papi_a,5,2.0,40.00,56.37,81.83
EMP101281,Technology,Finance Officer,III,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,83.79,81.83
EMP101281,Technology,Finance Officer,III,Social Orientation & Collaboration,papi_s,5,1.0,20.00,83.79,81.83
EMP101460,Technology,HRBP,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,96.10,81.83
EMP101460,Technology,HRBP,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,90.0,82.18,96.10,81.83
EMP101460,Technology,HRBP,III,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,79.45,81.83
EMP101460,Technology,HRBP,III,Creativity & Innovation Orientation,strength_ideation,8,null,null,79.45,81.83
EMP101460,Technology,HRBP,III,Cultural & Values Urgency,competencies_vcu,5,3.0,60.00,60.00,81.83
EMP101460,Technology,HRBP,III,Leadership & Influence,disc_d,1,0,0,0.00,81.83
EMP101460,Technology,HRBP,III,Motivation & Drive,competencies_qdd,5,5.0,100.00,85.49,81.83
EMP101460,Technology,HRBP,III,Motivation & Drive,papi_a,5,1.0,20.00,85.49,81.83
EMP101460,Technology,HRBP,III,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,95.95,81.83
EMP101460,Technology,HRBP,III,Social Orientation & Collaboration,papi_s,5,4.0,80.00,95.95,81.83
EMP101908,HR & Corp Affairs,HRBP,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,85.88,81.83
EMP101908,HR & Corp Affairs,HRBP,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,117.0,106.84,85.88,81.83
EMP101908,HR & Corp Affairs,HRBP,IV,Creativity & Innovation Orientation,competencies_ids,5,3.0,60.00,81.06,81.83
EMP101908,HR & Corp Affairs,HRBP,IV,Creativity & Innovation Orientation,strength_ideation,8,3,162.50,81.06,81.83
EMP101908,HR & Corp Affairs,HRBP,IV,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,81.83
EMP101908,HR & Corp Affairs,HRBP,IV,Leadership & Influence,disc_d,1,1,100,100.00,81.83
EMP101908,HR & Corp Affairs,HRBP,IV,Motivation & Drive,competencies_qdd,5,4.0,80.00,80.00,81.83
EMP101908,HR & Corp Affairs,HRBP,IV,Motivation & Drive,papi_a,5,4.0,80.00,80.00,81.83
EMP101908,HR & Corp Affairs,HRBP,IV,Social Orientation & Collaboration,competencies_sea,5,3.0,60.00,68.10,81.83
EMP101908,HR & Corp Affairs,HRBP,IV,Social Orientation & Collaboration,papi_s,5,5.0,100.00,68.10,81.83
EMP100819,Commercial,Supply Planner,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,3.0,60.00,67.46,81.75
EMP100819,Commercial,Supply Planner,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,103.0,94.05,67.46,81.75
EMP100819,Commercial,Supply Planner,IV,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,79.45,81.75
EMP100819,Commercial,Supply Planner,IV,Creativity & Innovation Orientation,strength_ideation,8,null,null,79.45,81.75
EMP100819,Commercial,Supply Planner,IV,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,81.75
EMP100819,Commercial,Supply Planner,IV,Leadership & Influence,disc_d,1,0,0,0.00,81.75
EMP100819,Commercial,Supply Planner,IV,Motivation & Drive,competencies_qdd,5,4.0,80.00,98.14,81.75
EMP100819,Commercial,Supply Planner,IV,Motivation & Drive,papi_a,5,9.0,180.00,98.14,81.75
EMP100819,Commercial,Supply Planner,IV,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,96.21,81.75
EMP100819,Commercial,Supply Planner,IV,Social Orientation & Collaboration,papi_s,5,8.0,160.00,96.21,81.75
EMP101180,Technology,Supply Planner,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,100.00,81.67
EMP101180,Technology,Supply Planner,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,109.51351351351352,100.00,100.00,81.67
EMP101180,Technology,Supply Planner,III,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,63.56,81.67
EMP101180,Technology,Supply Planner,III,Creativity & Innovation Orientation,strength_ideation,8,null,null,63.56,81.67
EMP101180,Technology,Supply Planner,III,Cultural & Values Urgency,competencies_vcu,5,3.0,60.00,60.00,81.67
EMP101180,Technology,Supply Planner,III,Leadership & Influence,disc_d,1,0,0,0.00,81.67
EMP101180,Technology,Supply Planner,III,Motivation & Drive,competencies_qdd,5,4.0,80.00,98.14,81.67
EMP101180,Technology,Supply Planner,III,Motivation & Drive,papi_a,5,9.0,180.00,98.14,81.67
EMP101180,Technology,Supply Planner,III,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,92.16,81.67
EMP101180,Technology,Supply Planner,III,Social Orientation & Collaboration,papi_s,5,7.0,140.00,92.16,81.67
EMP101041,Technology,Brand Executive,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,3.0,60.00,68.19,81.59
EMP101041,Technology,Brand Executive,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,106.66666666666667,97.40,68.19,81.59
EMP101041,Technology,Brand Executive,V,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,84.59,81.59
EMP101041,Technology,Brand Executive,V,Creativity & Innovation Orientation,strength_ideation,8,14,25.00,84.59,81.59
EMP101041,Technology,Brand Executive,V,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,81.59
EMP101041,Technology,Brand Executive,V,Leadership & Influence,disc_d,1,0,0,0.00,81.59
EMP101041,Technology,Brand Executive,V,Motivation & Drive,competencies_qdd,5,4.0,80.00,87.25,81.59
EMP101041,Technology,Brand Executive,V,Motivation & Drive,papi_a,5,6.0,120.00,87.25,81.59
EMP101041,Technology,Brand Executive,V,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,92.16,81.59
EMP101041,Technology,Brand Executive,V,Social Orientation & Collaboration,papi_s,5,7.0,140.00,92.16,81.59
EMP100362,Technology,Brand Executive,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,85.54,81.58
EMP100362,Technology,Brand Executive,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,115.33333333333333,105.31,85.54,81.58
EMP100362,Technology,Brand Executive,V,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,79.45,81.58
EMP100362,Technology,Brand Executive,V,Creativity & Innovation Orientation,strength_ideation,8,null,null,79.45,81.58
EMP100362,Technology,Brand Executive,V,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,81.58
EMP100362,Technology,Brand Executive,V,Leadership & Influence,disc_d,1,0,0,0.00,81.58
EMP100362,Technology,Brand Executive,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,100.00,81.58
EMP100362,Technology,Brand Executive,V,Motivation & Drive,papi_a,5,5.0,100.00,100.00,81.58
EMP100362,Technology,Brand Executive,V,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,67.84,81.58
EMP100362,Technology,Brand Executive,V,Social Orientation & Collaboration,papi_s,5,1.0,20.00,67.84,81.58
EMP101648,HR & Corp Affairs,HRBP,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,85.88,81.58
EMP101648,HR & Corp Affairs,HRBP,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,117.0,106.84,85.88,81.58
EMP101648,HR & Corp Affairs,HRBP,V,Creativity & Innovation Orientation,competencies_ids,5,3.0,60.00,55.38,81.58
EMP101648,HR & Corp Affairs,HRBP,V,Creativity & Innovation Orientation,strength_ideation,8,13,37.50,55.38,81.58
EMP101648,HR & Corp Affairs,HRBP,V,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,81.58
EMP101648,HR & Corp Affairs,HRBP,V,Leadership & Influence,disc_d,1,1,100,100.00,81.58
EMP101648,HR & Corp Affairs,HRBP,V,Motivation & Drive,competencies_qdd,5,4.0,80.00,98.14,81.58
EMP101648,HR & Corp Affairs,HRBP,V,Motivation & Drive,papi_a,5,9.0,180.00,98.14,81.58
EMP101648,HR & Corp Affairs,HRBP,V,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,80.00,81.58
EMP101648,HR & Corp Affairs,HRBP,V,Social Orientation & Collaboration,papi_s,5,4.0,80.00,80.00,81.58
EMP101295,Technology,HRBP,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,95.30,81.56
EMP101295,Technology,HRBP,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,86.0,78.53,95.30,81.56
EMP101295,Technology,HRBP,III,Creativity & Innovation Orientation,competencies_ids,5,3.0,60.00,73.36,81.56
EMP101295,Technology,HRBP,III,Creativity & Innovation Orientation,strength_ideation,8,6,125.00,73.36,81.56
EMP101295,Technology,HRBP,III,Cultural & Values Urgency,competencies_vcu,5,3.0,60.00,60.00,81.56
EMP101295,Technology,HRBP,III,Leadership & Influence,disc_d,1,1,100,100.00,81.56
EMP101295,Technology,HRBP,III,Motivation & Drive,competencies_qdd,5,3.0,60.00,81.76,81.56
EMP101295,Technology,HRBP,III,Motivation & Drive,papi_a,5,9.0,180.00,81.76,81.56
EMP101295,Technology,HRBP,III,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,83.79,81.56
EMP101295,Technology,HRBP,III,Social Orientation & Collaboration,papi_s,5,1.0,20.00,83.79,81.56
EMP101469,Commercial,Brand Executive,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,89.68,81.45
EMP101469,Commercial,Brand Executive,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,136.0,124.19,89.68,81.45
EMP101469,Commercial,Brand Executive,III,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,96.95,81.45
EMP101469,Commercial,Brand Executive,III,Creativity & Innovation Orientation,strength_ideation,8,3,162.50,96.95,81.45
EMP101469,Commercial,Brand Executive,III,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,81.45
EMP101469,Commercial,Brand Executive,III,Leadership & Influence,disc_d,1,0,0,0.00,81.45
EMP101469,Commercial,Brand Executive,III,Motivation & Drive,competencies_qdd,5,3.0,60.00,67.25,81.45
EMP101469,Commercial,Brand Executive,III,Motivation & Drive,papi_a,5,5.0,100.00,67.25,81.45
EMP101469,Commercial,Brand Executive,III,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,84.05,81.45
EMP101469,Commercial,Brand Executive,III,Social Orientation & Collaboration,papi_s,5,5.0,100.00,84.05,81.45
EMP101250,HR & Corp Affairs,Data Analyst,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,101.30,81.43
EMP101250,HR & Corp Affairs,Data Analyst,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,116.0,105.92,101.30,81.43
EMP101250,HR & Corp Affairs,Data Analyst,III,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,94.86,81.43
EMP101250,HR & Corp Affairs,Data Analyst,III,Creativity & Innovation Orientation,strength_ideation,8,10,75.00,94.86,81.43
EMP101250,HR & Corp Affairs,Data Analyst,III,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,81.43
EMP101250,HR & Corp Affairs,Data Analyst,III,Leadership & Influence,disc_d,1,0,0,0.00,81.43
EMP101250,HR & Corp Affairs,Data Analyst,III,Motivation & Drive,competencies_qdd,5,3.0,60.00,70.88,81.43
EMP101250,HR & Corp Affairs,Data Analyst,III,Motivation & Drive,papi_a,5,6.0,120.00,70.88,81.43
EMP101250,HR & Corp Affairs,Data Analyst,III,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,71.90,81.43
EMP101250,HR & Corp Affairs,Data Analyst,III,Social Orientation & Collaboration,papi_s,5,2.0,40.00,71.90,81.43
